,id,applicants,dcp-borough,dcp-femafloodzonea,dcp-projectname,dcp-projectbrief,dcp-ceqrnumber,dcp-publicstatus,dcp-noticeddate,bbls,ulurpnumbers,polygon
36,2020K0143,MTM Realty LLC,Brooklyn,False,2390 McDonald Avenue Rezoning ,"A zoning map amendment from C8-1 to C4-4L and a text amendment to map a Mandatory Inclusionary Housing Area (ZR Appendix F) to facilitate a new 91,531 square foot, 8-story residential (73,948 sf, 80 DUs) and commercial (17,582 sf) mixed-use building, are being sought by private applicant MTM Realty LLC at 2390 McDonald Avenue, Community District 15, Brooklyn.",21DCP090K,Noticed,2022-05-06T00:00:11.000Z,"['3071460049', '3071460048', '3071460047', '3071460050']","['210340ZMK', 'N210341ZRK']","[[-73.97458, 40.594076], [-73.974523, 40.594343], [-73.974494, 40.594482], [-73.974071, 40.594456], [-73.97407, 40.594462], [-73.974061, 40.594461], [-73.973755, 40.594436], [-73.973761, 40.594386], [-73.973769, 40.594334], [-73.973777, 40.594272], [-73.973815, 40.594003], [-73.97458, 40.594076]]"
37,2019K0038,"Innovative Urban Living, LLC",Brooklyn,False,Innovative Urban Village (ENY CCC),"This is a private application by Innovative Urban Living LLC requesting a zoning map amendment from R5 to R7-2/C2-4; zoning special permits, and zoning text amendments to facilitate a LSGD with 1.7 million sf of new development across 11 buildings, including 1.5 million sf of residential (2,050 DUs), 98,000 sf of community facility, 107,000 sf of retail/commercial space, and a 192,000 sf public parking garage in the East New York neighborhood of Brooklyn, CD 5.",20DCP057K,In Public Review,2022-02-11T00:00:30.000Z,"['3044310070', '3044340010', '3044310100', '3044340060', '3044300001', '3044340001']","['N220165LDK', 'C220314ZSK', 'C220311ZSK', 'C220312ZMK', 'N220313ZRK']","[[-73.88627, 40.650243], [-73.887655, 40.649327], [-73.888311, 40.649832], [-73.887777, 40.650222], [-73.887585, 40.650305], [-73.887101, 40.650513], [-73.887421, 40.650944], [-73.888078, 40.651826], [-73.887761, 40.651961], [-73.887139, 40.652227], [-73.88695, 40.652307], [-73.88638, 40.65255], [-73.886047, 40.652103], [-73.88587, 40.651864], [-73.885469, 40.651325], [-73.886226, 40.650999], [-73.886165, 40.650917], [-73.885815, 40.650446], [-73.88627, 40.650243]]"
38,2019K0333,98 Third Avenue Realty LLC,Brooklyn,False,98 Third Avenue,"A Zoning Map Amendment from M1-2 to R7D/C2-4 and R6B and a Zoning Text Amendment to Appendix F to designate an MIH area to facilitate a new 8-story, approximately 28,000 sq ft, 24 dwelling unit, mixed-use development, including 24,400 sq ft of residential use, and 3,500 sq ft of commercial use, is being sought by a private applicant, 98 Third Avenue Realty, LLC, at 300 Bergen Street, in the Boerum Hill neighborhood, Community District 2, Brooklyn.",21DCP096K,In Public Review,2021-11-12T00:00:51.000Z,"['3003880043', '3003880035', '3003880037', '3003880036', '3003880034', '3003880019', '3003880042', '3003880031', '3003880041', '3003880038']","['C200335ZMK', 'N200336ZRK']","[[-73.982347, 40.683103], [-73.982375, 40.683061], [-73.982403, 40.68302], [-73.98243, 40.682979], [-73.982485, 40.682897], [-73.982736, 40.682995], [-73.982799, 40.683019], [-73.982865, 40.683045], [-73.982931, 40.683071], [-73.982765, 40.683318], [-73.982827, 40.683343], [-73.982891, 40.683368], [-73.982955, 40.683392], [-73.983022, 40.683419], [-73.983083, 40.683442], [-73.983149, 40.683468], [-73.983216, 40.683494], [-73.983276, 40.683518], [-73.983469, 40.683592], [-73.983635, 40.683345], [-73.98385, 40.683428], [-73.983684, 40.683676], [-73.983764, 40.683707], [-73.983594, 40.683959], [-73.982311, 40.68346], [-73.98215, 40.683397], [-73.982319, 40.683145], [-73.982347, 40.683103]]"
39,2020K0405,Y & T Development LLC,Brooklyn,False,870 - 888 Atlantic Avenue Rezoning,"A private application by Y & T Development LLC requesting a zoning map amendment for a portion of a block from an M1-1 District to a C6-3A District, zoning text amendment to establish an MIH area and to provide streetwall flexibility, and Special Permit pursuant to 74-533 to facilitate a new 17-story mixed use development with a total of 228 DU’s (69 MIH) at 870-888 Atlantic Avenue in Crown Heights, Community District 8, Brooklyn. ",21DCP146K,In Public Review,2021-07-16T00:00:09.000Z,"['3011220015', '3011220012', '3011220011', '3011220010', '3011220016', '3011220014', '3011220021', '3011220026']","['C210260ZSK', 'C210335ZMK', 'N210336ZRK']","[[-73.965478, 40.680884], [-73.965547, 40.680898], [-73.965614, 40.680912], [-73.965689, 40.680928], [-73.965819, 40.680955], [-73.965908, 40.680974], [-73.965997, 40.680993], [-73.966083, 40.681011], [-73.966168, 40.681029], [-73.966239, 40.681043], [-73.96626, 40.681048], [-73.966306, 40.681057], [-73.96635, 40.681067], [-73.966369, 40.681071], [-73.966429, 40.681083], [-73.966521, 40.681102], [-73.966603, 40.68112], [-73.966608, 40.681121], [-73.966693, 40.681139], [-73.966699, 40.68114], [-73.9666, 40.681412], [-73.966509, 40.681393], [-73.966421, 40.681374], [-73.96627, 40.681342], [-73.966207, 40.681329], [-73.966139, 40.681315], [-73.966069, 40.6813], [-73.965447, 40.68117], [-73.965379, 40.681156], [-73.965478, 40.680884]]"
40,2020K0384,EMP capital,Brooklyn,False,1034 - 1042 Atlantic Avenue Rezoning ,"A private applicant, EMP Capital Group, seeks a zoning map amendment, a zoning text amendment, and zoning special permit in Community District 8, Brooklyn to facilitate the development of a 17-story mixed-use building containing approximately 210 DUs (52-63 MIH), approximately 2,580sf of community facility floor area, and 11,900sf of commercial floor area to a total of 172,800sf (7.2 FAR).",21DCP170K,In Public Review,2021-06-25T00:00:00.000Z,"['3011250053', '3011250059', '3011250052', '3011250029', '3011250033', '3011250061', '3011250040', '3011250057']","['C210379ZSK', 'C210386ZMK', 'N210387ZRK']","[[-73.959053, 40.679231], [-73.959125, 40.679246], [-73.959195, 40.679261], [-73.959402, 40.679304], [-73.959509, 40.679327], [-73.95961, 40.679348], [-73.959679, 40.679362], [-73.959751, 40.679377], [-73.959667, 40.679605], [-73.959549, 40.679927], [-73.9592, 40.679854], [-73.958993, 40.67981], [-73.958851, 40.67978], [-73.958456, 40.679697], [-73.958657, 40.679149], [-73.959053, 40.679231]]"
41,2022K0289,HPD - NYC Dept of Housing Preservation & Development,Brooklyn,False,Gateway Site 26a and Phase 5,"This is an application by HPD requesting a UDAAP and amendment to the Fresh Creek URP (FCURP) to facilitate a new, 8-story, 130,447 sf mixed-use development with 191 affordable DUs (134 AIRS units), and 3,431 sf of community facility; and an amendment to the FCURP to facilitate the development of nine four-story buildings containing approximately 560 affordable DUs in the Spring Creek neighborhood of East New York, Community District 5, Brooklyn.",07HPD021K,In Public Review,2022-03-25T00:00:59.000Z,"['3044520170', '3044460001', '3044440001', '3045860001', '3044450001', '3044480001']","['220405HAK', '220406HUK']","[[-73.867228, 40.65153], [-73.867228, 40.65153], [-73.867979, 40.651115], [-73.869821, 40.650622], [-73.869556, 40.650247], [-73.869802, 40.650117], [-73.870064, 40.649972], [-73.870454, 40.649745], [-73.87085, 40.6495], [-73.871094, 40.649341], [-73.871235, 40.649246], [-73.871503, 40.64906], [-73.871654, 40.648951], [-73.871844, 40.648811], [-73.872141, 40.648581], [-73.872368, 40.648398], [-73.872729, 40.648091], [-73.87311, 40.647742], [-73.873447, 40.647413], [-73.878553, 40.65421], [-73.874456, 40.655972], [-73.874303, 40.656038], [-73.874141, 40.655823], [-73.874282, 40.655761], [-73.874385, 40.655717], [-73.874489, 40.655674], [-73.874593, 40.65563], [-73.874696, 40.655586], [-73.8748, 40.655542], [-73.874904, 40.655498], [-73.875007, 40.655454], [-73.875111, 40.65541], [-73.875205, 40.65537], [-73.875387, 40.655293], [-73.875226, 40.655076], [-73.875049, 40.655151], [-73.874948, 40.655193], [-73.874845, 40.655237], [-73.874741, 40.655281], [-73.874637, 40.655325], [-73.874534, 40.655369], [-73.87443, 40.655413], [-73.874326, 40.655457], [-73.874223, 40.655501], [-73.874119, 40.655545], [-73.873977, 40.655605], [-73.873662, 40.655738], [-73.873989, 40.656173], [-73.873709, 40.656294], [-73.873393, 40.655859], [-73.873078, 40.655993], [-73.872968, 40.656039], [-73.872905, 40.656066], [-73.872842, 40.656093], [-73.872783, 40.656118], [-73.87272, 40.656145], [-73.872657, 40.656171], [-73.872587, 40.656201], [-73.872525, 40.656228], [-73.872462, 40.656254], [-73.872403, 40.656279], [-73.872341, 40.656306], [-73.872254, 40.656343], [-73.871959, 40.656468], [-73.871993, 40.656514], [-73.872028, 40.656562], [-73.872063, 40.656611], [-73.872098, 40.656658], [-73.872133, 40.656707], [-73.872168, 40.656755], [-73.872203, 40.656803], [-73.872238, 40.656851], [-73.872279, 40.656908], [-73.872082, 40.656993], [-73.872037, 40.656931], [-73.872004, 40.656886], [-73.871971, 40.65684], [-73.871939, 40.656794], [-73.871906, 40.656748], [-73.871873, 40.656703], [-73.87184, 40.656657], [-73.871807, 40.656611], [-73.871764, 40.656551], [-73.871465, 40.656678], [-73.871348, 40.656727], [-73.871285, 40.656754], [-73.871222, 40.656781], [-73.871159, 40.656808], [-73.871096, 40.656834], [-73.871086, 40.656839], [-73.871086, 40.656839], [-73.871034, 40.656861], [-73.870971, 40.656888], [-73.870908, 40.656914], [-73.870845, 40.656941], [-73.870782, 40.656968], [-73.870719, 40.656995], [-73.870656, 40.657021], [-73.870593, 40.657048], [-73.87053, 40.657075], [-73.870467, 40.657102], [-73.870404, 40.657128], [-73.870341, 40.657155], [-73.870278, 40.657182], [-73.870215, 40.657209], [-73.870152, 40.657235], [-73.870089, 40.657262], [-73.870026, 40.657289], [-73.869963, 40.657315], [-73.8699, 40.657342], [-73.869837, 40.657369], [-73.869774, 40.657396], [-73.869711, 40.657422], [-73.869648, 40.657449], [-73.869586, 40.657476], [-73.869523, 40.657503], [-73.86946, 40.657529], [-73.869349, 40.657576], [-73.869345, 40.657578], [-73.869342, 40.657581], [-73.869339, 40.657584], [-73.869337, 40.657587], [-73.869335, 40.65759], [-73.869335, 40.657594], [-73.869335, 40.657598], [-73.869336, 40.657601], [-73.869338, 40.657605], [-73.86934, 40.657608], [-73.869344, 40.65761], [-73.869526, 40.657728], [-73.86958, 40.657768], [-73.869721, 40.657871], [-73.869817, 40.657967], [-73.869606, 40.658058], [-73.869586, 40.658036], [-73.869502, 40.657962], [-73.86941, 40.657892], [-73.86938, 40.657868], [-73.869371, 40.657862], [-73.869105, 40.657683], [-73.869035, 40.657713], [-73.868972, 40.657739], [-73.868909, 40.657766], [-73.868845, 40.657792], [-73.868782, 40.657819], [-73.868719, 40.657845], [-73.868656, 40.657872], [-73.868593, 40.657899], [-73.86853, 40.657925], [-73.868467, 40.657952], [-73.868404, 40.657978], [-73.868341, 40.658005], [-73.868278, 40.658031], [-73.868214, 40.658057], [-73.868151, 40.658084], [-73.868088, 40.65811], [-73.868025, 40.658137], [-73.867962, 40.658163], [-73.867899, 40.65819], [-73.867826, 40.65822], [-73.867997, 40.65845], [-73.868165, 40.658677], [-73.868017, 40.658741], [-73.867849, 40.658514], [-73.867678, 40.658283], [-73.867599, 40.658316], [-73.867536, 40.658343], [-73.867473, 40.658369], [-73.86741, 40.658396], [-73.867347, 40.658423], [-73.867284, 40.65845], [-73.867221, 40.658476], [-73.867158, 40.658503], [-73.867095, 40.65853], [-73.867032, 40.658557], [-73.866969, 40.658583], [-73.866906, 40.65861], [-73.866844, 40.658637], [-73.866781, 40.658663], [-73.866718, 40.65869], [-73.86657, 40.658753], [-73.866214, 40.658904], [-73.866213, 40.658902], [-73.865991, 40.658604], [-73.865995, 40.658608], [-73.866002, 40.658613], [-73.86601, 40.658619], [-73.866024, 40.658627], [-73.866034, 40.658631], [-73.866043, 40.658633], [-73.86605, 40.658635], [-73.866057, 40.658636], [-73.866069, 40.658638], [-73.866085, 40.658638], [-73.8661, 40.658637], [-73.866112, 40.658635], [-73.866121, 40.658633], [-73.867189, 40.658175], [-73.867378, 40.658094], [-73.867614, 40.657992], [-73.867681, 40.657964], [-73.867995, 40.657829], [-73.868237, 40.657725], [-73.868243, 40.657722], [-73.868251, 40.657718], [-73.868261, 40.657712], [-73.868271, 40.657703], [-73.868275, 40.657698], [-73.868279, 40.657693], [-73.868283, 40.657686], [-73.868285, 40.657679], [-73.868287, 40.657673], [-73.868288, 40.657664], [-73.868288, 40.657656], [-73.868287, 40.657647], [-73.868285, 40.65764], [-73.86828, 40.65763], [-73.867982, 40.657231], [-73.867925, 40.657154], [-73.867908, 40.657132], [-73.867902, 40.657124], [-73.867875, 40.657086], [-73.867834, 40.657022], [-73.867833, 40.65702], [-73.86779, 40.656943], [-73.867773, 40.656908], [-73.867751, 40.656859], [-73.867738, 40.656826], [-73.867712, 40.65675], [-73.867692, 40.65667], [-73.867677, 40.656592], [-73.867671, 40.656542], [-73.867423, 40.654507], [-73.867418, 40.654446], [-73.867407, 40.654374], [-73.867393, 40.654314], [-73.86737, 40.654241], [-73.867357, 40.65421], [-73.867337, 40.65416], [-73.867303, 40.654093], [-73.867276, 40.654048], [-73.867235, 40.653987], [-73.866806, 40.653395], [-73.866794, 40.653382], [-73.866787, 40.653376], [-73.866778, 40.653371], [-73.866772, 40.653367], [-73.866761, 40.653362], [-73.866753, 40.65336], [-73.866743, 40.653358], [-73.86673, 40.653356], [-73.866718, 40.653356], [-73.866708, 40.653357], [-73.866698, 40.653359], [-73.86668, 40.653366], [-73.866309, 40.653525], [-73.865995, 40.65366], [-73.86379, 40.65461], [-73.863762, 40.654624], [-73.863735, 40.65464], [-73.863708, 40.654656], [-73.863683, 40.654672], [-73.863639, 40.654707], [-73.863608, 40.654737], [-73.863576, 40.654772], [-73.863557, 40.654797], [-73.863535, 40.654832], [-73.863398, 40.65507], [-73.862888, 40.654383], [-73.862655, 40.654069], [-73.863337, 40.653672], [-73.863948, 40.653327], [-73.864954, 40.652786], [-73.86583, 40.652302], [-73.867228, 40.65153]]"
42,2020K0316,HPD - NYC Dept of Housing Preservation & Development,Brooklyn,False,Sutter Place NCP,"This is an application by HPD requesting UDAAP Designation and Disposition of City-Owned property to facilitate the development of four new buildings with 46 affordable dwelling units in Community District 5, East New York, Brooklyn",19HPD062K,In Public Review,2021-07-30T00:00:10.000Z,"['3037250013', '3040150022', '3040630052', '3037750150', '3037250012', '3040150023', '3040150024']",['220159HAK'],"[[-73.883714, 40.667988], [-73.883922, 40.667957], [-73.883985, 40.668198], [-73.883776, 40.66823], [-73.883714, 40.667988]]"
43,2019K0385,"1571 Development, LLC",Brooklyn,False,1571 McDonald Avenue Rezoning,"This is a private application for a zoning map amendment from R5/C2-3 (OP) to C4-4L (OP)and a zoning text amendment to Appendix F to facilitate a new development including 113,700 sf of residential space (106 DUs) and 5,500 sf of commercial space at 1571 McDonald Avenue in Midwood, Community District 12, Brooklyn.",21DCP194K,In Public Review,2021-07-30T00:00:19.000Z,"['3065640014', '3065640060', '3065640001', '3065640050', '3065640052', '3065640053', '3065640054', '3065640055', '3065640056', '3065640057', '3065640058', '3065640075', '3065640077', '3065640078', '3065640079', '3065640080', '3065640081', '3065640082', '3065640083', '3065640084', '3065640085', '3065640086', '3065640155', '3065640016', '3065640015']","['C210230ZMK', 'N210231ZRK']","[[-73.973532, 40.61419], [-73.973843, 40.614155], [-73.973855, 40.614215], [-73.973865, 40.614268], [-73.973875, 40.614321], [-73.973886, 40.61438], [-73.973897, 40.614435], [-73.973907, 40.614488], [-73.973917, 40.61454], [-73.973938, 40.614651], [-73.974083, 40.615412], [-73.974104, 40.615522], [-73.974114, 40.615573], [-73.974125, 40.615629], [-73.974134, 40.61568], [-73.974145, 40.615735], [-73.974156, 40.615794], [-73.974166, 40.615846], [-73.974177, 40.615902], [-73.974187, 40.615954], [-73.974197, 40.616008], [-73.974208, 40.616065], [-73.97426, 40.616337], [-73.973444, 40.616423], [-73.973392, 40.616151], [-73.973381, 40.616094], [-73.97337, 40.61604], [-73.97335, 40.615932], [-73.973749, 40.61589], [-73.973739, 40.615838], [-73.973728, 40.615779], [-73.973717, 40.615724], [-73.973714, 40.615708], [-73.973708, 40.615673], [-73.9737, 40.615635], [-73.973697, 40.615617], [-73.973687, 40.615566], [-73.973687, 40.615563], [-73.973674, 40.615495], [-73.973666, 40.615456], [-73.97366, 40.615423], [-73.973647, 40.615356], [-73.973632, 40.615279], [-73.973619, 40.615213], [-73.973604, 40.615134], [-73.973592, 40.615068], [-73.973577, 40.614991], [-73.973563, 40.614921], [-73.973545, 40.614824], [-73.973538, 40.614789], [-73.973531, 40.614754], [-73.97352, 40.614695], [-73.973518, 40.614684], [-73.973505, 40.614617], [-73.973501, 40.614596], [-73.973492, 40.61455], [-73.973479, 40.614479], [-73.97349, 40.614478], [-73.973437, 40.614201], [-73.973532, 40.61419]]"
44,2020K0480,Merrick Capital Corp.,Brooklyn,False,6 Howard Avenue FRESH,"A FRESH certification pursuant to ZR 63-30 to facilitate a new nine-story, 47,773 zsf, mixed-use development, including 7,000 sf of commercial FRESH and 36,773 sf of residential, is being sought by a private applicant at 6 Howard Avenue in Bedford-Stuyvesant, Community District 3, Brooklyn.  ",22DCP066K,In Public Review,,['3014810035'],"['220257LDK', 'N220173ZCK']","[[-73.921238, 40.688523], [-73.921589, 40.688483], [-73.921633, 40.688704], [-73.921283, 40.688744], [-73.921238, 40.688523]]"
45,P2016K0319,HPD - NYC Dept of Housing Preservation & Development,Brooklyn,False,Lincoln Wortman,"This is a public application by HPD and JNB Realty, LLC, requesting a Acquisition of Property (PQ), Disposition of non-residential city-owned property (PP), zoning map amendment from R4 to R6A and R6B and text amendment to map an MIH area to facilitate the development of approximately 206 100% affordable housing units in East New York, Community District 5, Brooklyn.",20HPD032K,Noticed,2022-01-28T00:00:08.000Z,"['3045310015', '3045310017', '3045310020', '3045310026', '3045310038', '3045310013', '3045310016', '3045310018', '3045310024', '3045310029']","[None, None, None, None]","[[-73.865146, 40.664306], [-73.865216, 40.664296], [-73.865283, 40.664566], [-73.865297, 40.664624], [-73.865309, 40.664671], [-73.864964, 40.66472], [-73.864985, 40.664806], [-73.864999, 40.664862], [-73.865017, 40.664934], [-73.865038, 40.665017], [-73.865043, 40.665038], [-73.865056, 40.665092], [-73.865057, 40.665096], [-73.86507, 40.665148], [-73.865078, 40.66518], [-73.865083, 40.665202], [-73.865097, 40.665259], [-73.86511, 40.66531], [-73.864751, 40.665361], [-73.864724, 40.665253], [-73.864711, 40.665199], [-73.864697, 40.665143], [-73.864683, 40.665089], [-73.864658, 40.664985], [-73.864605, 40.664772], [-73.864578, 40.664664], [-73.864565, 40.664611], [-73.864512, 40.664396], [-73.865146, 40.664306]]"
46,2019K0456,HPD - NYC Dept of Housing Preservation & Development,Brooklyn,False,581 Grant Avenue Modular Development,"This is a public application by HPD requesting land use actions: UDAAP Project Approval and Disposition of City-Owned Lot, Zoning Map Amendment from R5 to R6, Zoning Text Amendment to Designate an MIH Area, to facilitate the development of a new seven-story building containing approximately 144,000 sf development producing 168 dwelling units and community facility space at 581 Grant Avenue, Community District 5, East New York, Brooklyn.",21HPD001K,Noticed,2021-08-20T00:00:19.000Z,"['3042230022', '3042230012', '3042230006', '3042230001']","[None, None, None]","[[-73.865429, 40.676656], [-73.86553, 40.677064], [-73.865547, 40.677131], [-73.865193, 40.677181], [-73.865209, 40.677249], [-73.865226, 40.677316], [-73.865243, 40.677383], [-73.86526, 40.677451], [-73.865286, 40.677447], [-73.86532, 40.677585], [-73.865186, 40.677604], [-73.864948, 40.677638], [-73.864677, 40.676549], [-73.865377, 40.676449], [-73.865429, 40.676656]]"
47,2020Q0209,John Kalafatis,Queens,False,11th Street & 34th Avenue Rezoning,"The applicants, 33-33 11th St. LLC and Lily & John Realty Inc., seek a zoning map amendment from R5 to M1-5/R6A, and zoning text amendments to establish a Special Mixed Use District and an MIH area, to facilitate the development of two eight-story buildings, with a combined 352 residential units and 156,466 square feet of commercial and light industrial space, in Astoria, Queens, Community District 1.",21DCP118Q,In Public Review,2021-12-03T00:00:00.000Z,"['4003180022', '4003180015', '4003180001', '4003180011', '4003180009']","['C210234ZMQ', 'N210235ZRQ']","[[-73.937649, 40.764643], [-73.937467, 40.764936], [-73.937387, 40.765065], [-73.937311, 40.765188], [-73.937237, 40.765307], [-73.93697, 40.765736], [-73.936754, 40.766083], [-73.936123, 40.765853], [-73.93637, 40.765455], [-73.936606, 40.765077], [-73.937051, 40.764361], [-73.937649, 40.764643]]"
48,2019Q0404,VP Capital Holdings LLC,Queens,False,77-39 Vleigh Place Rezoning,"This is a private application by VP Capital Holdings LLC requesting a Zoning Map amendment and Zoning Text amendment to facilitate the development of an eight-story, 189 thousand-square-foot mixed-use building including approx. 18 thousand square feet of ground floor commercial/community facility use and approx. 119 residential units, of which 25 to 30% would be permanently affordable pursuant to MIH, at 77-39 Vleigh Place Avenue in Kew Gardens Hills, Queens Community District 8.",21DCP063Q,In Public Review,2021-11-12T00:00:12.000Z,"['4066300015', '4066300001']","['C210128ZMQ', 'N210129ZRQ']","[[-73.820472, 40.720063], [-73.820158, 40.720156], [-73.819308, 40.720408], [-73.819049, 40.719899], [-73.819898, 40.719646], [-73.819858, 40.719568], [-73.820419, 40.719403], [-73.820457, 40.719479], [-73.820526, 40.719612], [-73.820472, 40.720063]]"
49,2020Q0155,"Novel Medicine, P.C.",Queens,False,Wetherole Street and 67th Avenue Rezoning,"This is a private application by Novel Medicine, P.C. requesting a zoning map amendment from an R4B to an R6A zoning district and a zoning text amendment to establish an MIH area in order to facilitate the development of a new eight-story, 
18,000 sf (3.6 FAR) residential building containing 21 dwelling units at 66-45 & 66-47 Wetherole Street in Forest Hills, Queens Community District 6.",21DCP128Q,In Public Review,2021-10-15T00:00:36.000Z,"['4031570150', '4031570149', '4031570147', '4031570146', '4031570145', '4031570144', '4031570143', '4031570151', '4031570152']","['C210375ZMQ', 'N210376ZRQ']","[[-73.855177, 40.725006], [-73.855502, 40.725125], [-73.855604, 40.725163], [-73.855669, 40.725186], [-73.855732, 40.725209], [-73.855797, 40.725233], [-73.855641, 40.725481], [-73.855576, 40.725458], [-73.855517, 40.725436], [-73.855513, 40.725435], [-73.855455, 40.725414], [-73.855448, 40.725411], [-73.855346, 40.725373], [-73.85502, 40.725254], [-73.855052, 40.725204], [-73.855083, 40.725156], [-73.855112, 40.725109], [-73.855146, 40.725056], [-73.855177, 40.725006]]"
50,2021Q0426,Astoria Owners LLC,Queens,False,Halletts North City Map Change,"A private application by Astoria Owners LLC to pursue an amendment to the City Map to demap 3rd St. between 26th Ave. and the East river in order to facilitate a 987,000sf mixed use development with 1,400 units and 42,208sf of open space at 3-15 26th Ave in Astoria, CD 1, Queens.",21DCP138Q,In Public Review,2021-12-02T00:00:43.000Z,['4009110001'],['C220206MMQ'],"[[-73.932969, 40.776348], [-73.933415, 40.776487], [-73.932601, 40.777979], [-73.93179, 40.777823], [-73.931686, 40.777764], [-73.931683, 40.777762], [-73.931656, 40.77771], [-73.931654, 40.777706], [-73.932147, 40.776796], [-73.932642, 40.77695], [-73.932969, 40.776348]]"
51,2018Q0491,Astoria Owners LLC,Queens,True,Halletts North,"A private application by Astoria Owners LLC to pursue a ZM from M1-1 to R7-3/C2-4, a ZR to Appendix F to map an MIH area, a ZS pursuant to ZR 62-837(a) to waive height, setback, and tower regulations, a ZA to modify the WPAA and allow for phased development of the open space, a ZC pursuant to ZR 62-81, and an amendment to the City Map to demap a portion of 3rd St to facilitate a 987,000sf mixed use development with 1,400 units and 42,208sf of open space at 3-15 26th Ave in Astoria, CD 1, Queens.",21DCP138Q,In Public Review,2021-12-02T00:00:06.000Z,"['4009110001', '4009110049']","['N220164LDQ', 'N220200ZAQ', 'N220353ZAQ', 'N220202ZAQ', 'C220196ZMQ', 'N220197ZRQ', 'C220198ZSQ', 'N220199ZCQ']","[[-73.932147, 40.776796], [-73.932473, 40.776193], [-73.932969, 40.776348], [-73.933415, 40.776487], [-73.932601, 40.777979], [-73.93179, 40.777823], [-73.931686, 40.777764], [-73.931683, 40.777762], [-73.931656, 40.77771], [-73.931654, 40.777706], [-73.932147, 40.776796]]"
52,2020Q0274,Kenfa Madison LLC,Queens,False,231-06 Northern Boulevard Commercial Overlay,"A zoning map amendment to establish a C2-2 commercial overlay on an existing R1-2 zoning district to facilitate a 15,834 sf enlargement of an existing 7,076 one-story restaurant, and permit local retail and services within the rest of the project area, is being sought by private applicant Twin Deer Group LLC (aka Mizumi Restaurant) at 231-06 Northern Boulevard in Douglaston, CB 11, Queens.",22DCP102Q,In Public Review,2022-01-28T00:00:04.000Z,"['4081650025', '4081640043', '4081640122', '4081640015', '4081640030', '4081660025', '4081660020', '4081650023', '4081640230', '4081640130', '4081640022']",['C210394ZMQ'],"[[-73.749134, 40.763028], [-73.749253, 40.762966], [-73.74954, 40.763291], [-73.749855, 40.763649], [-73.749711, 40.763682], [-73.749349, 40.763765], [-73.748988, 40.763848], [-73.748879, 40.763873], [-73.748608, 40.763935], [-73.74804, 40.764066], [-73.747897, 40.7639], [-73.748198, 40.763749], [-73.748238, 40.763795], [-73.748408, 40.763709], [-73.748441, 40.763693], [-73.74826, 40.763487], [-73.748359, 40.763436], [-73.748363, 40.763433], [-73.748397, 40.763409], [-73.748447, 40.763383], [-73.748536, 40.763336], [-73.74854, 40.763341], [-73.748837, 40.763185], [-73.74905, 40.763072], [-73.749134, 40.763028]]"
53,2020Q0495,58-02 Northern Blvd LLC,Queens,False,58-02 Northern Blvd Rezoning,"A Zoning Map Amendment and Zoning Text Amendment to facilitate a new two-story, 8,349-square-foot boutique auto showroom is being sought by 58-02 Northern Blvd, LLC, in Woodside, Queens, Community District 2.",22DCP117Q,In Public Review,2022-03-25T00:00:17.000Z,"['4011820037', '4011820038', '4011820040']","['C210389ZMQ', 'N210390ZRQ']","[[-73.902861, 40.753265], [-73.902833, 40.753327], [-73.902804, 40.753392], [-73.902713, 40.753598], [-73.90257, 40.753613], [-73.902519, 40.753317], [-73.902506, 40.753241], [-73.902493, 40.753168], [-73.902582, 40.753192], [-73.902861, 40.753265]]"
54,2021Q0168,AMERILAND BROOK LLC LLC,Queens,False,189-10 Northern Boulevard Commercial Overlay,"A zoning map amendment to establish a C2-3 commercial overlay on an existing R3-2 district to facilitate a new three story, 14,863 sf, mixed-use (commercial/community facility) development, including 9,661 sf of commercial space and 5,202 sf of community facility space, is being sought by private applicant, Ameriland Brook LLC, at 189-10 Northern Boulevard in the Auburndale neighborhood, Community District 11, Queens.",22DCP018Q,Noticed,2021-12-30T00:00:45.000Z,"['4055130011', '4055130022', '4055130008', '4055130027', '4055130010', '4055130005', '4055130012']",['220218ZMQ'],"[[-73.79147, 40.757319], [-73.791465, 40.757266], [-73.791834, 40.757244], [-73.791849, 40.757351], [-73.791892, 40.75765], [-73.791721, 40.757655], [-73.791575, 40.757659], [-73.791273, 40.757667], [-73.790852, 40.757678], [-73.790496, 40.757688], [-73.789541, 40.757714], [-73.789513, 40.757433], [-73.789878, 40.757411], [-73.790209, 40.757392], [-73.790354, 40.757384], [-73.790465, 40.757377], [-73.790573, 40.757371], [-73.790681, 40.757365], [-73.790789, 40.757358], [-73.79082, 40.757357], [-73.790897, 40.757352], [-73.791005, 40.757346], [-73.791109, 40.75734], [-73.791217, 40.757334], [-73.79124, 40.757332], [-73.791325, 40.757327], [-73.79147, 40.757319]]"
